year,category,movie,winner,name,gender,order
2006,Best Original Score - Motion Picture,Alexandre Desplat,FALSE,Syriana,M,13
2006,Best Original Score - Motion Picture,Harry Gregson-Williams,FALSE,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",M,14
2006,Best Original Song - Motion Picture,Christmas in Love,FALSE,Tony Renis,M,16
2006,Best Original Song - Motion Picture,The Producers,FALSE,Mel Brooks,M,17
2006,Best Screenplay - Motion Picture,Crash,FALSE,Paul Haggis,M,20
2006,Best Screenplay - Motion Picture,"Good Night, and Good Luck.",FALSE,George Clooney,M,21
2006,Best Screenplay - Motion Picture,Match Point,FALSE,Woody Allen,M,22
2006,Best Screenplay - Motion Picture,Munich,FALSE,Tony Kushner,M,23
2006,Best Screenplay - Motion Picture,Munich,FALSE,Eric Roth,M,24
2006,Best Screenplay - Motion Picture,Crash,FALSE,Bobby Moresco,M,25
2006,Best Screenplay - Motion Picture,"Good Night, and Good Luck.",FALSE,Grant Heslov,M,26
2007,Best Original Song - Motion Picture,Dreamgirls,FALSE,Beyonce,F,1
2007,Best Original Song - Motion Picture,Bobby,FALSE,Andrea Remanda,F,2
2007,Best Original Song - Motion Picture,Dreamgirls,FALSE,Anne Preven,F,3
2007,Best Original Song - Motion Picture,Home of the Brave,FALSE,Sheryl Crow,F,4
2007,Best Director - Motion Picture,The Departed,TRUE,Martin Scorsese,M,5
2007,Best Original Score - Motion Picture,The Painted Veil,TRUE,Alexandre Desplat,M,10
2007,Best Original Song - Motion Picture,Happy Feet,TRUE,Prince,M,15
2007,Best Screenplay - Motion Picture,The Queen,TRUE,Peter Morgan,M,22
2007,Best Director - Motion Picture,Babel,FALSE,Alejandro G. Iñárritu,M,6
2007,Best Director - Motion Picture,Letters from Iwo Jima,FALSE,Clint Eastwood,M,7
2007,Best Director - Motion Picture,Flags of Our Fathers,FALSE,Clint Eastwood,M,8
2007,Best Director - Motion Picture,The Queen,FALSE,Stephen Frears,M,9
2007,Best Original Score - Motion Picture,Babel,FALSE,Gustavo Santaolalla,M,11
2007,Best Original Score - Motion Picture,Nomad: The Warrior,FALSE,Carlo Siliotto,M,12
2007,Best Original Score - Motion Picture,The Da Vinci Code,FALSE,Hans Zimmer,M,13
2007,Best Original Score - Motion Picture,The Fountain,FALSE,Clint Mansell,M,14
2007,Best Original Song - Motion Picture,Bobby,FALSE,Bryan Adams,M,16
2007,Best Original Song - Motion Picture,The Pursuit of Happyness,FALSE,Seal,M,17
2007,Best Original Song - Motion Picture,Bobby,FALSE,Eliot Kennedy,M,18
2007,Best Original Song - Motion Picture,Dreamgirls,FALSE,Henry Krieger,M,19
2007,Best Original Song - Motion Picture,Dreamgirls,FALSE,Scott Cutler,M,20
2007,Best Original Song - Motion Picture,The Pursuit of Happyness,FALSE,Christopher Bruce,M,21
2007,Best Screenplay - Motion Picture,Babel,FALSE,Guillermo Arriaga,M,23
2007,Best Screenplay - Motion Picture,Little Children,FALSE,Todd Field,M,24
2007,Best Screenplay - Motion Picture,Notes on a Scandal,FALSE,Patrick Marber,M,25
2007,Best Screenplay - Motion Picture,The Departed,FALSE,William Monahan,M,26
2007,Best Screenplay - Motion Picture,Little Children,FALSE,Tom Perrotta,M,27
2008,Best Original Score - Motion Picture,Into the Wild,FALSE,Kaki King,F,1
2008,Best Original Song - Motion Picture,Grace Is Gone,FALSE,Carole Bayer Sager,F,2
2008,Best Original Song - Motion Picture,Love in the Time of Cholera,FALSE,Shakira,F,3
2008,Best Screenplay - Motion Picture,Diablo Cody,FALSE,Juno,F,4
2008,Best Director - Motion Picture,The Diving Bell and the Butterfly,TRUE,Julian Schnabel,M,5
2008,Best Original Score - Motion Picture,Atonement,TRUE,Dario Marianelli,M,10
2008,Best Original Song - Motion Picture,Into the Wild,TRUE,Eddie Vedder,M,16
2008,Best Screenplay - Motion Picture,No Country for Old Men,TRUE,Joel Coen,M,25
2008,Best Screenplay - Motion Picture,No Country for Old Men,TRUE,Ethan Coen,M,29
2008,Best Director - Motion Picture,No Country for Old Men,FALSE,Ethan Coen,M,6
2008,Best Director - Motion Picture,Atonement,FALSE,Joe Wright,M,7
2008,Best Director - Motion Picture,Ridley Scott,FALSE,American Gangster,M,8
2008,Best Director - Motion Picture,Sweeney Todd: The Demon Barber of Fleet Street,FALSE,Tim Burton,M,9
2008,Best Original Score - Motion Picture,Eastern Promises,FALSE,Howard Shore,M,11
2008,Best Original Score - Motion Picture,Grace Is Gone,FALSE,Clint Eastwood,M,12
2008,Best Original Score - Motion Picture,The Kite Runner,FALSE,Alberto Iglesias,M,13
2008,Best Original Score - Motion Picture,Into the Wild,FALSE,Michael Brook,M,14
2008,Best Original Score - Motion Picture,Into the Wild,FALSE,Eddie Vedder,M,15
2008,Best Original Song - Motion Picture,Enchanted,FALSE,Alan Menken,M,17
2008,Best Original Song - Motion Picture,Grace Is Gone,FALSE,Clint Eastwood,M,18
2008,Best Original Song - Motion Picture,Love in the Time of Cholera,FALSE,Antonio Pinto,M,19
2008,Best Original Song - Motion Picture,Walk Hard: The Dewey Cox Story,FALSE,Marshall Crenshaw,M,20
2008,Best Original Song - Motion Picture,Enchanted,FALSE,Stephen Schwartz,M,21
2008,Best Original Song - Motion Picture,Walk Hard: The Dewey Cox Story,FALSE,John C. Reilly,M,22
2008,Best Original Song - Motion Picture,Walk Hard: The Dewey Cox Story,FALSE,Judd Apatow,M,23
2008,Best Original Song - Motion Picture,Walk Hard: The Dewey Cox Story,FALSE,Jake Kasdan,M,24
2008,Best Screenplay - Motion Picture,Atonement,FALSE,Christopher Hampton,M,26
2008,Best Screenplay - Motion Picture,Charlie Wilson's War,FALSE,Aaron Sorkin,M,27
2008,Best Screenplay - Motion Picture,The Diving Bell and the Butterfly,FALSE,Ronald Harwood,M,28
2009,Best Original Song - Motion Picture,Bolt,FALSE,Miley Cyrus,F,1
2009,Best Original Song - Motion Picture,Cadillac Records,FALSE,Amanda Ghost,F,2
2009,Best Original Song - Motion Picture,Cadillac Records,FALSE,Jody Street,F,3
2009,Best Original Song - Motion Picture,Cadillac Records,FALSE,Beyonce,F,4
2009,Best Director - Motion Picture,Slumdog Millionaire,TRUE,Danny Boyle,M,5
2009,Best Original Score - Motion Picture,A.R. Rahman,TRUE,Slumdog Millionaire,M,10
2009,Best Original Song - Motion Picture,The Wrestler,TRUE,Bruce Springsteen,M,16
2009,Best Screenplay - Motion Picture,Slumdog Millionaire,TRUE,Simon Beaufoy,M,26
2009,Best Director - Motion Picture,The Curious Case of Benjamin Button,FALSE,David Fincher,M,6
2009,Best Director - Motion Picture,Ron Howard,FALSE,Frost/Nixon,M,7
2009,Best Director - Motion Picture,Sam Mendes,FALSE,Revolutionary Road,M,8
2009,Best Director - Motion Picture,The Reader,FALSE,Stephen Daldry,M,9
2009,Best Original Score - Motion Picture,Changeling,FALSE,Clint Eastwood,M,11
2009,Best Original Score - Motion Picture,Defiance,FALSE,James Newton Howard,M,12
2009,Best Original Score - Motion Picture,Frost/Nixon,FALSE,Hans Zimmer,M,13
2009,Best Original Score - Motion Picture,The Curious Case of Benjamin Button,FALSE,Alexandre Desplat,M,14
2009,Best Original Song - Motion Picture,Bolt,FALSE,Jeffrey Steele,M,15
2009,Best Original Song - Motion Picture,Cadillac Records,FALSE,ScottMcFarnon,M,17
2009,Best Original Song - Motion Picture,Cadillac Records,FALSE,Ian Dench,M,18
2009,Best Original Song - Motion Picture,Cadillac Records,FALSE,James Dring,M,19
2009,Best Original Song - Motion Picture,Gran Torino,FALSE,Clint Eastwood,M,20
2009,Best Original Song - Motion Picture,Gran Torino,FALSE,Jamie Cullum,M,21
2009,Best Original Song - Motion Picture,Gran Torino,FALSE,Kyle Eastwood,M,22
2009,Best Original Song - Motion Picture,Gran Torino,FALSE,Michael Stevens,M,23
2009,Best Original Song - Motion Picture,WALL·E,FALSE,Peter Gabriel,M,24
2009,Best Original Song - Motion Picture,WALL·E,FALSE,Thomas Newman,M,25
2009,Best Screenplay - Motion Picture,Doubt,FALSE,John Patrick Shanley,M,27
2009,Best Screenplay - Motion Picture,Frost/Nixon,FALSE,Peter Morgan,M,28
2009,Best Screenplay - Motion Picture,The Curious Case of Benjamin Button,FALSE,Eric Roth,M,29
2009,Best Screenplay - Motion Picture,The Reader,FALSE,David Hare,M,30
2010,Best Director - Motion Picture,The Hurt Locker,FALSE,Kathryn Bigelow,F,1
2010,Best Original Score - Motion Picture,Where the Wild Things Are,FALSE,Karen O,F,2
2010,Best Screenplay - Motion Picture,District 9,FALSE,Terri Tatchell,F,3
2010,Best Screenplay - Motion Picture,It's Complicated,FALSE,Nancy Meyers,F,4
2010,Best Director - Motion Picture,Avatar,TRUE,James Cameron,M,5
2010,Best Original Score - Motion Picture,Up,TRUE,Michael Giacchino,M,9
2010,Best Original Song - Motion Picture,Crazy Heart,TRUE,T Bone Burnett,M,14
2010,Best Original Song - Motion Picture,Crazy Heart,TRUE,Ryan Bingham,M,16
2010,Best Screenplay - Motion Picture,Up in the Air,TRUE,Jason Reitman,M,22
2010,Best Screenplay - Motion Picture,Up in the Air,TRUE,Sheldon Turner,M,24
2010,Best Director - Motion Picture,Invictus,FALSE,Clint Eastwood,M,6
2010,Best Director - Motion Picture,Up in the Air,FALSE,Jason Reitman,M,7
2010,Best Director - Motion Picture,Quentin Tarantino,FALSE,Inglourious Basterds,M,8
2010,Best Original Score - Motion Picture,A Single Man,FALSE,Abel Korzeniowski,M,10
2010,Best Original Score - Motion Picture,Avatar,FALSE,James Horner,M,11
2010,Best Original Score - Motion Picture,The Informant!,FALSE,Marvin Hamlisch,M,12
2010,Best Original Score - Motion Picture,Where the Wild Things Are,FALSE,Carter Burwell,M,13
2010,Best Original Song - Motion Picture,Avatar,FALSE,James Horner,M,15
2010,Best Original Song - Motion Picture,Brothers,FALSE,U2,M,17
2010,Best Original Song - Motion Picture,Avatar,FALSE,Simon Franglen,M,18
2010,Best Original Song - Motion Picture,Avatar,FALSE,Kuk Harrell,M,19
2010,Best Original Song - Motion Picture,Everybody's Fine,FALSE,Paul McCartney,M,20
2010,Best Original Song - Motion Picture,Nine,FALSE,Maury Yeston,M,21
2010,Best Screenplay - Motion Picture,District 9,FALSE,Neill Blomkamp,M,23
2010,Best Screenplay - Motion Picture,Inglourious Basterds,FALSE,Quentin Tarantino,M,25
2010,Best Screenplay - Motion Picture,The Hurt Locker,FALSE,Mark Boal,M,26
2011,Best Original Song - Motion Picture,Burlesque,TRUE,Diane Warren,F,1
2011,Best Original Song - Motion Picture,Burlesque,FALSE,Christina Aguilera,F,2
2011,Best Original Song - Motion Picture,Burlesque,FALSE,Sia,F,3
2011,Best Original Song - Motion Picture,Country Strong,FALSE,Hillary Lindsey,F,4
2011,Best Original Song - Motion Picture,Carrie Underwood,FALSE,The Chronicles of Narnia: The Voyage of the Dawn Treader,F,5
2011,Best Original Song - Motion Picture,Hillary Lindsey,FALSE,The Chronicles of Narnia: The Voyage of the Dawn Treader,F,6
2011,Best Screenplay - Motion Picture,The Kids Are All Right,FALSE,Lisa Cholodenko,F,7
2011,Best Director - Motion Picture,The Social Network,TRUE,David Fincher,M,8
2011,Best Original Score - Motion Picture,The Social Network,TRUE,Trent Reznor,M,13
2011,Best Original Score - Motion Picture,The Social Network,TRUE,Atticus Ross,M,18
2011,Best Screenplay - Motion Picture,The Social Network,TRUE,Aaron Sorkin,M,26
2011,Best Director - Motion Picture,Christopher Nolan,FALSE,Inception,M,9
2011,Best Director - Motion Picture,Black Swan,FALSE,Darren Aronofsky,M,10
2011,Best Director - Motion Picture,The Fighter,FALSE,David O. Russell,M,11
2011,Best Director - Motion Picture,The King's Speech,FALSE,Tom Hooper,M,12
2011,Best Original Score - Motion Picture,127 Hours,FALSE,A.R. Rahman,M,14
2011,Best Original Score - Motion Picture,Alice in Wonderland,FALSE,Danny Elfman,M,15
2011,Best Original Score - Motion Picture,Inception,FALSE,Hans Zimmer,M,16
2011,Best Original Score - Motion Picture,The King's Speech,FALSE,Alexandre Desplat,M,17
2011,Best Original Song - Motion Picture,Burlesque,FALSE,Samuel Dixon,M,19
2011,Best Original Song - Motion Picture,Country Strong,FALSE,Bob DiPiero,M,20
2011,Best Original Song - Motion Picture,Country Strong,FALSE,Tom Douglas,M,21
2011,Best Original Song - Motion Picture,Country Strong,FALSE,Troy Verges,M,22
2011,Best Original Song - Motion Picture,Alan Menken,FALSE,Tangled,M,23
2011,Best Original Song - Motion Picture,Glenn Slater,FALSE,Tangled,M,24
2011,Best Original Song - Motion Picture,David Hodges,FALSE,The Chronicles of Narnia: The Voyage of the Dawn Treader,M,25
2011,Best Screenplay - Motion Picture,127 Hours,FALSE,Danny Boyle,M,27
2011,Best Screenplay - Motion Picture,127 Hours,FALSE,Simon Beaufoy,M,28
2011,Best Screenplay - Motion Picture,Inception,FALSE,Christopher Nolan,M,29
2011,Best Screenplay - Motion Picture,The Kids Are All Right,FALSE,Stuart Blumberg,M,30
2011,Best Screenplay - Motion Picture,The King's Speech,FALSE,David Seidler,M,31
2012,Best Original Song - Motion Picture,W.E.,TRUE,Madonna,F,1
2012,Best Original Song - Motion Picture,W.E.,TRUE,Julie Frost,F,2
2012,Best Original Song - Motion Picture,Albert Nobbs,FALSE,Glenn Close,F,3
2012,Best Original Song - Motion Picture,The Help,FALSE,Mary J. Blige,F,4
2012,Best Director - Motion Picture,Hugo,TRUE,Martin Scorsese,M,5
2012,Best Original Score - Motion Picture,Ludovic Bource,TRUE,The Artist,M,10
2012,Best Original Song - Motion Picture,W.E.,TRUE,James Harry,M,16
2012,Best Screenplay - Motion Picture,Midnight in Paris,TRUE,Woody Allen,M,24
2012,Best Director - Motion Picture,The Descendants,FALSE,Alexander Payne,M,6
2012,Best Director - Motion Picture,The Ides of March,FALSE,George Clooney,M,7
2012,Best Director - Motion Picture,The Artist,FALSE,Michel Hazanavicius,M,8
2012,Best Director - Motion Picture,Midnight in Paris,FALSE,Woody Allen,M,9
2012,Best Original Score - Motion Picture,Hugo,FALSE,Howard Shore,M,11
2012,Best Original Score - Motion Picture,The Girl with the Dragon Tattoo,FALSE,Trent Reznor,M,12
2012,Best Original Score - Motion Picture,The Girl with the Dragon Tattoo,FALSE,Atticus Ross,M,13
2012,Best Original Score - Motion Picture,W.E.,FALSE,Abel Korzeniowski,M,14
2012,Best Original Score - Motion Picture,War Horse,FALSE,John Williams,M,15
2012,Best Original Song - Motion Picture,Brian Byrne,FALSE,Albert Nobbs,M,17
2012,Best Original Song - Motion Picture,Gnomeo & Juliet,FALSE,Elton John,M,18
2012,Best Original Song - Motion Picture,Bernie Taupin,FALSE,Gnomeo & Juliet,M,19
2012,Best Original Song - Motion Picture,Machine Gun Preacher,FALSE,Chris Cornell,M,20
2012,Best Original Song - Motion Picture,The Help,FALSE,Thomas Newman,M,21
2012,Best Original Song - Motion Picture,The Help,FALSE,Harvey Mason Jr.,M,22
2012,Best Original Song - Motion Picture,Damon Thomas,FALSE,The Help,M,23
2012,Best Screenplay - Motion Picture,Moneyball,FALSE,Aaron Sorkin,M,25
2012,Best Screenplay - Motion Picture,Moneyball,FALSE,Steven Zaillian,M,26
2012,Best Screenplay - Motion Picture,Moneyball,FALSE,Stan Chervin,M,27
2012,Best Screenplay - Motion Picture,The Artist,FALSE,Michel Hazanavicius,M,28
2012,Best Screenplay - Motion Picture,The Descendants,FALSE,Nat Faxon,M,29
2012,Best Screenplay - Motion Picture,The Descendants,FALSE,Alexander Payne,M,30
2012,Best Screenplay - Motion Picture,The Descendants,FALSE,Jim Rash,M,31
2012,Best Screenplay - Motion Picture,The Ides of March,FALSE,George Clooney,M,32
2012,Best Screenplay - Motion Picture,The Ides of March,FALSE,Grant Heslov,M,33
2012,Best Screenplay - Motion Picture,The Ides of March,FALSE,Beau Willimon,M,34
2013,Best Original Song - Motion Picture,Skyfall,TRUE,Adele,F,1
2013,Best Director - Motion Picture,Zero Dark Thirty,FALSE,Kathryn Bigelow,F,2
2013,Best Original Song - Motion Picture,Taylor Swift,FALSE,The Hunger Games,F,3
2013,Best Original Song - Motion Picture,The Hunger Games,FALSE,Joy Williams,F,4
2013,Best Director - Motion Picture,Argo,TRUE,Ben Affleck,M,5
2013,Best Original Score - Motion Picture,Life of Pi,TRUE,Mychael Danna,M,9
2013,Best Original Song - Motion Picture,Skyfall,TRUE,Paul Epworth,M,16
2013,Best Screenplay - Motion Picture,Django Unchained,TRUE,Quentin Tarantino,M,25
2013,Best Director - Motion Picture,Life of Pi,FALSE,Ang Lee,M,6
2013,Best Director - Motion Picture,Django Unchained,FALSE,Quentin Tarantino,M,7
2013,Best Director - Motion Picture,Lincoln,FALSE,Steven Spielberg,M,8
2013,Best Original Score - Motion Picture,Anna Karenina,FALSE,Dario Marianelli,M,10
2013,Best Original Score - Motion Picture,Argo,FALSE,Alexandre Desplat,M,11
2013,Best Original Score - Motion Picture,Cloud Atlas,FALSE,Reinhold Heil,M,12
2013,Best Original Score - Motion Picture,Cloud Atlas,FALSE,Johnny Klimek,M,13
2013,Best Original Score - Motion Picture,Cloud Atlas,FALSE,Tom Tykwer,M,14
2013,Best Original Score - Motion Picture,Lincoln,FALSE,John Williams,M,15
2013,Best Original Song - Motion Picture,Monty Powell,FALSE,Act of Valor,M,17
2013,Best Original Song - Motion Picture,Keith Urban,FALSE,Act of Valor,M,18
2013,Best Original Song - Motion Picture,Les Misérables,FALSE,Claude-Michel Schönberg,M,19
2013,Best Original Song - Motion Picture,Les Misérables,FALSE,Alain Boublil,M,20
2013,Best Original Song - Motion Picture,Les Misérables,FALSE,Herbert Kretzmer,M,21
2013,Best Original Song - Motion Picture,Stand Up Guys,FALSE,Jon Bon Jovi,M,22
2013,Best Original Song - Motion Picture,The Hunger Games,FALSE,John Paul White,M,23
2013,Best Original Song - Motion Picture,The Hunger Games,FALSE,T Bone Burnett,M,24
2013,Best Screenplay - Motion Picture,Argo,FALSE,Chris Terrio,M,26
2013,Best Screenplay - Motion Picture,Lincoln,FALSE,Tony Kushner,M,27
2013,Best Screenplay - Motion Picture,Silver Linings Playbook,FALSE,David O. Russell,M,28
2013,Best Screenplay - Motion Picture,Zero Dark Thirty,FALSE,Mark Boal,M,29
2014,Best Original Song - Motion Picture,Frozen,FALSE,Kristen Anderson-Lopez,F,1
2014,Best Original Song - Motion Picture,One Chance,FALSE,Taylor Swift,F,2
2014,Best Director - Motion Picture,Gravity,TRUE,Alfonso Cuarón,M,3
2014,Best Original Score - Motion Picture,All Is Lost,TRUE,Alex Ebert,M,8
2014,Best Original Song - Motion Picture,Mandela: Long Walk to Freedom,TRUE,Bono,M,13
2014,Best Original Song - Motion Picture,Mandela: Long Walk to Freedom,TRUE,The Edge,M,14
2014,Best Original Song - Motion Picture,Mandela: Long Walk to Freedom,TRUE,Adam Clayton,M,15
2014,Best Original Song - Motion Picture,Mandela: Long Walk to Freedom,TRUE,Larry Mullen Jr.,M,16
2014,Best Original Song - Motion Picture,Mandela: Long Walk to Freedom,TRUE,Danger Mouse,M,17
2014,Best Screenplay - Motion Picture,Her,TRUE,Spike Jonze,M,30
2014,Best Director - Motion Picture,Nebraska,FALSE,Alexander Payne,M,4
2014,Best Director - Motion Picture,American Hustle,FALSE,David O. Russell,M,5
2014,Best Director - Motion Picture,Captain Phillips,FALSE,Paul Greengrass,M,6
2014,Best Director - Motion Picture,12 Years a Slave,FALSE,Steve McQueen,M,7
2014,Best Original Score - Motion Picture,12 Years a Slave,FALSE,Hans Zimmer,M,9
2014,Best Original Score - Motion Picture,Gravity,FALSE,Steven Price,M,10
2014,Best Original Score - Motion Picture,Mandela: Long Walk to Freedom,FALSE,Alex Heffes,M,11
2014,Best Original Score - Motion Picture,John Williams,FALSE,The Book Thief,M,12
2014,Best Original Song - Motion Picture,Frozen,FALSE,Robert Lopez,M,18
2014,Best Original Song - Motion Picture,Inside Llewyn Davis,FALSE,Ed Rush,M,19
2014,Best Original Song - Motion Picture,Inside Llewyn Davis,FALSE,George Cromarty,M,20
2014,Best Original Song - Motion Picture,Inside Llewyn Davis,FALSE,T Bone Burnett,M,21
2014,Best Original Song - Motion Picture,Inside Llewyn Davis,FALSE,Justin Timberlake,M,22
2014,Best Original Song - Motion Picture,Inside Llewyn Davis,FALSE,Joel Coen,M,23
2014,Best Original Song - Motion Picture,Inside Llewyn Davis,FALSE,Ethan Coen,M,24
2014,Best Original Song - Motion Picture,One Chance,FALSE,Jack Antonoff,M,25
2014,Best Original Song - Motion Picture,The Hunger Games: Catching Fire,FALSE,Chris Martin,M,26
2014,Best Original Song - Motion Picture,The Hunger Games: Catching Fire,FALSE,Guy Berryman,M,27
2014,Best Original Song - Motion Picture,The Hunger Games: Catching Fire,FALSE,Jon Buckland,M,28
2014,Best Original Song - Motion Picture,The Hunger Games: Catching Fire,FALSE,Will Champion,M,29
2014,Best Screenplay - Motion Picture,12 Years a Slave,FALSE,John Ridley,M,31
2014,Best Screenplay - Motion Picture,American Hustle,FALSE,Eric Warren Singer,M,32
2014,Best Screenplay - Motion Picture,American Hustle,FALSE,David O. Russell,M,33
2014,Best Screenplay - Motion Picture,Nebraska,FALSE,Bob Nelson,M,34
2014,Best Screenplay - Motion Picture,Philomena,FALSE,Steve Coogan,M,35
2014,Best Screenplay - Motion Picture,Philomena,FALSE,Jeff Pope,M,36
2015,Best Director - Motion Picture,Selma,FALSE,Ava DuVernay,F,1
2015,Best Original Song - Motion Picture,Annie,FALSE,Sia,F,2
2015,Best Original Song - Motion Picture,Big Eyes,FALSE,Lana Del Rey,F,3
2015,Best Original Song - Motion Picture,Noah,FALSE,Patti Smith,F,4
2015,Best Original Song - Motion Picture,The Hunger Games,FALSE,Lorde,F,5
2015,Best Screenplay - Motion Picture,Gone Girl,FALSE,Gillian Flynn,F,6
2015,Best Director - Motion Picture,Boyhood,TRUE,Richard Linklater,M,7
2015,Best Original Score - Motion Picture,Theory of Everything,TRUE,Johann Johannsson,M,11
2015,Best Original Song - Motion Picture,Selma,TRUE,John Legend,M,17
2015,Best Original Song - Motion Picture,Selma,TRUE,Common,M,18
2015,Best Screenplay - Motion Picture,Birdman,TRUE,Alejandro G. Inarritu,M,24
2015,Best Screenplay - Motion Picture,Birdman,TRUE,Nicolas Glacobone,M,25
2015,Best Screenplay - Motion Picture,Birdman,TRUE,Alexandre Dinelaris,M,26
2015,Best Screenplay - Motion Picture,Birdman,TRUE,Armando Bo,M,27
2015,Best Director - Motion Picture,Birdman,FALSE,Alejandro G. Inarritu,M,8
2015,Best Director - Motion Picture,Gone Girl,FALSE,David Fincher,M,9
2015,Best Director - Motion Picture,The Grand Budapest Hotel,FALSE,Wes Anderson,M,10
2015,Best Original Score - Motion Picture,The Imitation Game,FALSE,Alexandre Desplat,M,12
2015,Best Original Score - Motion Picture,Birdman,FALSE,Antonio Sanchez,M,13
2015,Best Original Score - Motion Picture,Interstellar,FALSE,Hans Zimmer,M,14
2015,Best Original Score - Motion Picture,Gone Girl,FALSE,Trent Reznor,M,15
2015,Best Original Score - Motion Picture,Gone Girl,FALSE,Atticus Rose,M,16
2015,Best Original Song - Motion Picture,Annie,FALSE,Greg Kurstin,M,19
2015,Best Original Song - Motion Picture,Annie,FALSE,Will Gluck,M,20
2015,Best Original Song - Motion Picture,Big Eyes,FALSE,Daniel Heath,M,21
2015,Best Original Song - Motion Picture,Noah,FALSE,Lenny Kaye,M,22
2015,Best Original Song - Motion Picture,The Hunger Games,FALSE,Joel Little,M,23
2015,Best Screenplay - Motion Picture,Boyhood,FALSE,Richard Linklater,M,28
2015,Best Screenplay - Motion Picture,The Grand Budapest Hotel,FALSE,Wes Anderson,M,29
2015,Best Screenplay - Motion Picture,The Imitation Game,FALSE,Graham Moore,M,30
2016,Best Original Song - Motion Picture,Fifty Shades of Grey,FALSE,Tove Lo,F,1
2016,Best Screenplay - Motion Picture,Room,FALSE,Emma Donoghue,F,2
2016,Best Director - Motion Picture,The Revenant,TRUE,Alejandro Inarritu,M,3
2016,Best Original Score - Motion Picture,The Hateful Eight,TRUE,Ennio Morricone,M,8
2016,Best Original Song - Motion Picture,Spectre,TRUE,Sam Smith,M,14
2016,Best Original Song - Motion Picture,Spectre,TRUE,James Napier,M,15
2016,Best Screenplay - Motion Picture,Steve Jobs,TRUE,Aaron Sorkin,M,27
2016,Best Director - Motion Picture,Carol,FALSE,Todd Haynes,M,4
2016,Best Director - Motion Picture,Mad Max: Fury Road,FALSE,George Miller,M,5
2016,Best Director - Motion Picture,Spotlight,FALSE,Tom McCarthy,M,6
2016,Best Director - Motion Picture,The Martian,FALSE,Ridley Scott,M,7
2016,Best Original Score - Motion Picture,Carol,FALSE,Carter Burwell,M,9
2016,Best Original Score - Motion Picture,Daniel Pemberton,FALSE,Steve Jobs,M,10
2016,Best Original Score - Motion Picture,The Danish Girl,FALSE,Alexandre Desplat,M,11
2016,Best Original Score - Motion Picture,The Revenant,FALSE,Ryuichi Sakamoto,M,12
2016,Best Original Score - Motion Picture,The Revenant,FALSE,Alva Noto,M,13
2016,Best Original Song - Motion Picture,Fifty Shades of Grey,FALSE,Max Martin,M,16
2016,Best Original Song - Motion Picture,Fifty Shades of Grey,FALSE,Savan Kotecha,M,17
2016,Best Original Song - Motion Picture,Fifty Shades of Grey,FALSE,Ali Payami,M,18
2016,Best Original Song - Motion Picture,Fifty Shades of Grey,FALSE,Ilya Salmanzadeh,M,19
2016,Best Original Song - Motion Picture,Furious 7,FALSE,Justin Franks,M,20
2016,Best Original Song - Motion Picture,Furious 8,FALSE,Andrew Ceder,M,21
2016,Best Original Song - Motion Picture,Furious 9,FALSE,Charlie Puth,M,22
2016,Best Original Song - Motion Picture,Furious 10,FALSE,Wiz Khalifa,M,23
2016,Best Original Song - Motion Picture,Love & Mercy,FALSE,Brian Wilson,M,24
2016,Best Original Song - Motion Picture,Love & Mercy,FALSE,Scott Montgomery Bennett,M,25
2016,Best Original Song - Motion Picture,Youth,FALSE,David Lang,M,26
2016,Best Screenplay - Motion Picture,Spotlight,FALSE,Tom McCarthy,M,28
2016,Best Screenplay - Motion Picture,Spotlight,FALSE,Josh Singer,M,29
2016,Best Screenplay - Motion Picture,The Big Short,FALSE,Charles Randolph,M,30
2016,Best Screenplay - Motion Picture,The Big Short,FALSE,Adam McKay,M,31
2016,Best Screenplay - Motion Picture,The Hateful Eight,FALSE,Quentin Tarantino,M,32
2017,Best Original Song - Motion Picture,Gold,FALSE,Iggy Pop,F,1
2017,Best Director - Motion Picture,La La Land,TRUE,Damien Chazelle,M,2
2017,Best Original Score - Motion Picture,La La Land,TRUE,Justin Hurwitz,M,7
2017,Best Original Song - Motion Picture,La La Land,TRUE,Justin Hurwitz,M,15
2017,Best Original Song - Motion Picture,La La Land,TRUE,Benj Pasek,M,16
2017,Best Original Song - Motion Picture,La La Land,TRUE,Justin Paul,M,17
2017,Best Screenplay - Motion Picture,La La Land,TRUE,Damien Chazelle,M,28
2017,Best Director - Motion Picture,Moonlight,FALSE,Barry Jenkins,M,3
2017,Best Director - Motion Picture,Manchester by the Sea,FALSE,Kenneth Lonergan,M,4
2017,Best Director - Motion Picture,Hacksaw Ridge,FALSE,Mel Gibson,M,5
2017,Best Director - Motion Picture,Nocturnal Animals,FALSE,Tom Ford,M,6
2017,Best Original Score - Motion Picture,Arrival,FALSE,Jóhann Jóhannsson,M,8
2017,Best Original Score - Motion Picture,Hidden Figures,FALSE,Hans Zimmer,M,9
2017,Best Original Score - Motion Picture,Hidden Figures,FALSE,Pharrell Williams,M,10
2017,Best Original Score - Motion Picture,Hidden Figures,FALSE,Benjamin Wallfisch,M,11
2017,Best Original Score - Motion Picture,Lion,FALSE,Dustin O'Halloran,M,12
2017,Best Original Score - Motion Picture,Lion,FALSE,Volker Bertelmann,M,13
